LogID,UserID,MealName,CalorieCount,Macronutrients,MealCategory,DateLogged
NL1310,U864,beyond,1014,"Carbs: 82, Proteins: 34, Fats: 28",Snack,2024-03-28
NL1311,U2169,front,1452,"Carbs: 66, Proteins: 27, Fats: 27",Lunch,2024-08-28
NL1312,U1119,idea,558,"Carbs: 71, Proteins: 46, Fats: 21",Breakfast,2024-02-19
NL1313,U818,that,1174,"Carbs: 62, Proteins: 47, Fats: 20",Dinner,2024-08-14
NL1314,U2061,himself,455,"Carbs: 70, Proteins: 44, Fats: 13",Snack,2024-06-10
NL1315,U1549,week,691,"Carbs: 70, Proteins: 29, Fats: 13",Snack,2024-06-10
NL1316,U552,beat,1074,"Carbs: 35, Proteins: 35, Fats: 12",Breakfast,2024-11-23
NL1317,U1001,worry,1319,"Carbs: 41, Proteins: 32, Fats: 25",Breakfast,2024-01-04
NL1318,U1917,product,1441,"Carbs: 86, Proteins: 21, Fats: 8",Snack,2024-08-20
NL1319,U765,more,1424,"Carbs: 29, Proteins: 15, Fats: 29",Dinner,2024-05-04
NL1320,U1908,believe,260,"Carbs: 81, Proteins: 38, Fats: 16",Snack,2024-01-12
NL1321,U1621,few,1175,"Carbs: 76, Proteins: 34, Fats: 17",Snack,2024-05-08
NL1322,U2204,build,323,"Carbs: 51, Proteins: 14, Fats: 7",Lunch,2024-09-07
NL1323,U2624,behind,1002,"Carbs: 85, Proteins: 27, Fats: 8",Breakfast,2024-04-03
NL1324,U530,everyone,904,"Carbs: 31, Proteins: 43, Fats: 30",Dinner,2024-01-10
NL1325,U1983,person,1411,"Carbs: 52, Proteins: 10, Fats: 5",Dinner,2024-05-22
NL1326,U1326,myself,1028,"Carbs: 37, Proteins: 15, Fats: 5",Dinner,2024-03-20
NL1327,U231,her,510,"Carbs: 42, Proteins: 36, Fats: 22",Snack,2024-05-12
NL1328,U2858,myself,1116,"Carbs: 95, Proteins: 26, Fats: 15",Breakfast,2024-05-01
NL1329,U1347,already,808,"Carbs: 31, Proteins: 15, Fats: 9",Lunch,2024-09-16
NL1330,U1425,chance,599,"Carbs: 82, Proteins: 10, Fats: 5",Snack,2024-03-23
NL1331,U860,firm,1267,"Carbs: 32, Proteins: 21, Fats: 29",Dinner,2024-06-29
NL1332,U627,it,205,"Carbs: 78, Proteins: 11, Fats: 12",Dinner,2024-05-15
NL1333,U26,himself,342,"Carbs: 29, Proteins: 34, Fats: 11",Snack,2024-05-28
NL1334,U2866,above,803,"Carbs: 31, Proteins: 25, Fats: 14",Snack,2024-01-01
NL1335,U2062,share,289,"Carbs: 29, Proteins: 26, Fats: 15",Dinner,2024-09-14
NL1336,U1658,above,1448,"Carbs: 42, Proteins: 24, Fats: 26",Snack,2024-09-30
NL1337,U2973,do,544,"Carbs: 86, Proteins: 32, Fats: 14",Dinner,2024-05-01
NL1338,U2582,trip,481,"Carbs: 42, Proteins: 15, Fats: 29",Snack,2024-06-07
NL1339,U2087,performance,1116,"Carbs: 48, Proteins: 27, Fats: 30",Dinner,2024-09-16
NL1340,U1870,her,414,"Carbs: 68, Proteins: 47, Fats: 24",Lunch,2024-08-29
NL1341,U1513,opportunity,583,"Carbs: 46, Proteins: 10, Fats: 25",Breakfast,2024-07-18
NL1342,U604,learn,1293,"Carbs: 29, Proteins: 16, Fats: 18",Snack,2024-02-22
NL1343,U2469,firm,1137,"Carbs: 88, Proteins: 49, Fats: 14",Dinner,2024-01-07
NL1344,U834,real,1500,"Carbs: 33, Proteins: 49, Fats: 9",Dinner,2024-11-08
NL1345,U245,lose,814,"Carbs: 14, Proteins: 27, Fats: 18",Lunch,2024-11-20
NL1346,U16,indeed,671,"Carbs: 45, Proteins: 46, Fats: 14",Breakfast,2024-02-14
NL1347,U2912,tell,1007,"Carbs: 68, Proteins: 15, Fats: 18",Breakfast,2024-09-09
NL1348,U901,election,656,"Carbs: 98, Proteins: 15, Fats: 11",Snack,2024-04-14
NL1349,U2663,themselves,951,"Carbs: 76, Proteins: 22, Fats: 30",Lunch,2024-02-27
NL1350,U1287,soldier,302,"Carbs: 90, Proteins: 45, Fats: 16",Breakfast,2024-05-22
NL1351,U2732,bring,385,"Carbs: 75, Proteins: 28, Fats: 22",Lunch,2024-03-21
NL1352,U494,message,1059,"Carbs: 49, Proteins: 28, Fats: 21",Dinner,2024-04-24
NL1353,U644,education,1069,"Carbs: 94, Proteins: 45, Fats: 23",Dinner,2024-09-29
NL1354,U644,bed,1446,"Carbs: 49, Proteins: 42, Fats: 6",Lunch,2024-01-11
NL1355,U86,by,372,"Carbs: 63, Proteins: 23, Fats: 9",Lunch,2024-08-19
NL1356,U1768,history,1070,"Carbs: 62, Proteins: 32, Fats: 23",Breakfast,2024-07-21
NL1357,U761,strong,531,"Carbs: 82, Proteins: 16, Fats: 14",Dinner,2024-10-12
NL1358,U2906,without,485,"Carbs: 19, Proteins: 21, Fats: 5",Snack,2024-02-22
NL1359,U611,view,861,"Carbs: 59, Proteins: 47, Fats: 5",Lunch,2024-04-18
NL1360,U528,likely,1489,"Carbs: 96, Proteins: 48, Fats: 16",Breakfast,2024-04-06
NL1361,U2878,coach,1449,"Carbs: 17, Proteins: 14, Fats: 29",Breakfast,2024-07-17
NL1362,U98,young,1285,"Carbs: 15, Proteins: 18, Fats: 10",Dinner,2024-07-23
NL1363,U1748,green,758,"Carbs: 52, Proteins: 47, Fats: 22",Dinner,2024-07-05
NL1364,U2006,debate,626,"Carbs: 46, Proteins: 21, Fats: 24",Lunch,2024-05-09
NL1365,U1557,effort,1140,"Carbs: 48, Proteins: 34, Fats: 22",Lunch,2024-11-06
NL1366,U1410,community,1193,"Carbs: 90, Proteins: 37, Fats: 28",Breakfast,2024-02-25
NL1367,U297,develop,305,"Carbs: 76, Proteins: 19, Fats: 5",Lunch,2024-02-10
NL1368,U2742,away,1200,"Carbs: 14, Proteins: 18, Fats: 27",Breakfast,2024-07-19
NL1369,U988,human,254,"Carbs: 16, Proteins: 19, Fats: 20",Lunch,2024-08-13
NL1370,U2158,half,298,"Carbs: 23, Proteins: 37, Fats: 26",Breakfast,2024-06-02
NL1371,U1682,spring,839,"Carbs: 77, Proteins: 17, Fats: 19",Snack,2024-08-01
NL1372,U1614,take,570,"Carbs: 73, Proteins: 49, Fats: 19",Breakfast,2024-04-19
NL1373,U1603,large,1360,"Carbs: 64, Proteins: 18, Fats: 30",Dinner,2024-06-24
NL1374,U1442,open,1228,"Carbs: 82, Proteins: 14, Fats: 10",Dinner,2024-09-29
NL1375,U953,soon,781,"Carbs: 15, Proteins: 49, Fats: 8",Lunch,2024-08-07
NL1376,U2447,police,596,"Carbs: 11, Proteins: 11, Fats: 26",Dinner,2024-11-04
NL1377,U1456,amount,1302,"Carbs: 85, Proteins: 46, Fats: 13",Dinner,2024-09-08
NL1378,U1437,mission,208,"Carbs: 70, Proteins: 12, Fats: 9",Snack,2024-10-16
NL1379,U1740,series,730,"Carbs: 93, Proteins: 14, Fats: 13",Snack,2024-05-13
NL1380,U441,environment,771,"Carbs: 83, Proteins: 44, Fats: 19",Lunch,2024-07-21
NL1381,U1713,them,1304,"Carbs: 39, Proteins: 16, Fats: 21",Breakfast,2024-08-05
NL1382,U1452,four,439,"Carbs: 25, Proteins: 43, Fats: 27",Snack,2024-03-04
NL1383,U527,increase,1255,"Carbs: 44, Proteins: 22, Fats: 9",Dinner,2024-11-15
NL1384,U2806,culture,232,"Carbs: 51, Proteins: 15, Fats: 11",Lunch,2024-06-24
NL1385,U2262,be,858,"Carbs: 64, Proteins: 15, Fats: 30",Dinner,2024-07-03
NL1386,U1445,computer,495,"Carbs: 72, Proteins: 13, Fats: 10",Lunch,2024-01-12
NL1387,U354,simply,1006,"Carbs: 47, Proteins: 35, Fats: 12",Dinner,2024-08-18
NL1388,U2225,reality,1208,"Carbs: 63, Proteins: 39, Fats: 30",Lunch,2024-01-21
NL1389,U1721,once,1371,"Carbs: 18, Proteins: 32, Fats: 23",Snack,2024-09-08
NL1390,U1822,cultural,1200,"Carbs: 75, Proteins: 21, Fats: 25",Snack,2024-09-20
NL1391,U167,effect,294,"Carbs: 72, Proteins: 38, Fats: 14",Lunch,2024-06-29
NL1392,U1470,explain,744,"Carbs: 30, Proteins: 45, Fats: 25",Lunch,2024-04-13
NL1393,U1544,lot,235,"Carbs: 82, Proteins: 29, Fats: 13",Snack,2024-02-16
NL1394,U169,budget,1060,"Carbs: 91, Proteins: 17, Fats: 19",Snack,2024-11-03
NL1395,U760,democratic,443,"Carbs: 28, Proteins: 23, Fats: 24",Breakfast,2024-05-31
NL1396,U116,worker,957,"Carbs: 47, Proteins: 22, Fats: 27",Breakfast,2024-01-31
NL1397,U135,figure,778,"Carbs: 54, Proteins: 32, Fats: 21",Breakfast,2024-09-25
NL1398,U1867,south,1468,"Carbs: 71, Proteins: 12, Fats: 24",Lunch,2024-06-21
NL1399,U1696,operation,1357,"Carbs: 94, Proteins: 14, Fats: 20",Lunch,2024-01-13
NL1400,U609,thus,1244,"Carbs: 70, Proteins: 16, Fats: 10",Snack,2024-11-02
NL1401,U1508,eat,408,"Carbs: 30, Proteins: 35, Fats: 13",Lunch,2024-10-02
NL1402,U2364,summer,273,"Carbs: 75, Proteins: 48, Fats: 29",Snack,2024-05-06
NL1403,U914,red,1486,"Carbs: 95, Proteins: 32, Fats: 9",Lunch,2024-02-05
NL1404,U2292,stand,1352,"Carbs: 52, Proteins: 25, Fats: 25",Lunch,2024-05-19
NL1405,U1166,whose,779,"Carbs: 35, Proteins: 23, Fats: 19",Lunch,2024-11-22
NL1406,U223,other,720,"Carbs: 48, Proteins: 34, Fats: 10",Snack,2024-05-16
NL1407,U1728,feeling,820,"Carbs: 69, Proteins: 18, Fats: 9",Breakfast,2024-07-05
NL1408,U2310,heart,334,"Carbs: 85, Proteins: 45, Fats: 11",Breakfast,2024-11-18
NL1409,U1375,five,629,"Carbs: 24, Proteins: 39, Fats: 9",Lunch,2024-04-10
NL1410,U357,more,930,"Carbs: 37, Proteins: 44, Fats: 19",Snack,2024-01-28
NL1411,U1428,entire,1443,"Carbs: 39, Proteins: 14, Fats: 14",Dinner,2024-05-21
NL1412,U402,test,576,"Carbs: 60, Proteins: 31, Fats: 17",Snack,2024-04-08
NL1413,U754,person,257,"Carbs: 46, Proteins: 23, Fats: 26",Dinner,2024-09-19
NL1414,U445,itself,666,"Carbs: 56, Proteins: 19, Fats: 24",Breakfast,2024-10-04
NL1415,U175,page,977,"Carbs: 93, Proteins: 20, Fats: 13",Lunch,2024-07-13
NL1416,U1273,despite,681,"Carbs: 55, Proteins: 36, Fats: 21",Breakfast,2024-01-16
NL1417,U550,identify,665,"Carbs: 39, Proteins: 27, Fats: 24",Dinner,2024-08-11
NL1418,U2097,new,1451,"Carbs: 37, Proteins: 26, Fats: 24",Lunch,2024-10-17
NL1419,U1279,performance,326,"Carbs: 71, Proteins: 42, Fats: 13",Lunch,2024-08-07
NL1420,U1133,sort,555,"Carbs: 45, Proteins: 47, Fats: 8",Lunch,2024-11-05
NL1421,U2316,think,556,"Carbs: 23, Proteins: 39, Fats: 10",Dinner,2024-05-22
NL1422,U2721,several,1336,"Carbs: 21, Proteins: 16, Fats: 22",Dinner,2024-07-16
NL1423,U511,ability,1461,"Carbs: 60, Proteins: 26, Fats: 18",Dinner,2024-06-13
NL1424,U1158,area,1131,"Carbs: 66, Proteins: 22, Fats: 24",Breakfast,2024-04-20
NL1425,U1119,bar,1033,"Carbs: 28, Proteins: 15, Fats: 27",Breakfast,2024-02-08
NL1426,U2542,some,265,"Carbs: 98, Proteins: 12, Fats: 23",Dinner,2024-06-20
NL1427,U1867,concern,707,"Carbs: 61, Proteins: 18, Fats: 28",Dinner,2024-02-14
NL1428,U185,country,848,"Carbs: 37, Proteins: 46, Fats: 15",Dinner,2024-02-21
NL1429,U2619,discover,1399,"Carbs: 70, Proteins: 43, Fats: 29",Breakfast,2024-03-14
NL1430,U327,wish,457,"Carbs: 69, Proteins: 44, Fats: 27",Breakfast,2024-07-15
NL1431,U1039,share,857,"Carbs: 45, Proteins: 35, Fats: 17",Breakfast,2024-11-24
NL1432,U2092,technology,1074,"Carbs: 80, Proteins: 38, Fats: 18",Breakfast,2024-06-01
NL1433,U2300,whatever,1245,"Carbs: 37, Proteins: 20, Fats: 7",Dinner,2024-08-24
NL1434,U1786,meet,1235,"Carbs: 12, Proteins: 25, Fats: 5",Breakfast,2024-04-04
NL1435,U1948,five,966,"Carbs: 15, Proteins: 17, Fats: 28",Snack,2024-03-08
NL1436,U2301,number,1341,"Carbs: 93, Proteins: 25, Fats: 27",Dinner,2024-10-28
NL1437,U1922,management,1073,"Carbs: 42, Proteins: 13, Fats: 23",Breakfast,2024-04-06
NL1438,U1822,office,835,"Carbs: 92, Proteins: 41, Fats: 27",Breakfast,2024-09-18
NL1439,U1105,teach,958,"Carbs: 49, Proteins: 30, Fats: 19",Snack,2024-02-09
NL1440,U1575,side,1479,"Carbs: 57, Proteins: 43, Fats: 14",Breakfast,2024-02-26
NL1441,U2876,every,1024,"Carbs: 30, Proteins: 19, Fats: 7",Lunch,2024-11-25
NL1442,U2613,so,1423,"Carbs: 25, Proteins: 28, Fats: 15",Lunch,2024-04-20
NL1443,U938,significant,687,"Carbs: 32, Proteins: 48, Fats: 28",Dinner,2024-08-06
NL1444,U84,like,1219,"Carbs: 22, Proteins: 24, Fats: 6",Dinner,2024-09-09
NL1445,U1438,quality,667,"Carbs: 93, Proteins: 32, Fats: 23",Breakfast,2024-02-29
NL1446,U1390,yard,1113,"Carbs: 65, Proteins: 22, Fats: 24",Lunch,2024-01-27
NL1447,U1568,item,1485,"Carbs: 79, Proteins: 36, Fats: 25",Dinner,2024-01-31
NL1448,U544,budget,1148,"Carbs: 93, Proteins: 25, Fats: 12",Lunch,2024-11-01
NL1449,U1112,individual,418,"Carbs: 21, Proteins: 27, Fats: 7",Breakfast,2024-10-17
NL1450,U2266,spend,305,"Carbs: 94, Proteins: 36, Fats: 17",Dinner,2024-03-22
NL1451,U1104,stuff,939,"Carbs: 66, Proteins: 45, Fats: 28",Lunch,2024-03-28
NL1452,U2608,expect,1208,"Carbs: 33, Proteins: 16, Fats: 7",Snack,2024-10-05
NL1453,U2972,her,675,"Carbs: 24, Proteins: 23, Fats: 29",Dinner,2024-08-29
NL1454,U1337,base,301,"Carbs: 94, Proteins: 25, Fats: 9",Snack,2024-01-23
NL1455,U57,example,325,"Carbs: 16, Proteins: 20, Fats: 23",Breakfast,2024-08-16
NL1456,U1335,result,480,"Carbs: 96, Proteins: 32, Fats: 16",Lunch,2024-07-06
NL1457,U2018,which,555,"Carbs: 21, Proteins: 26, Fats: 18",Breakfast,2024-01-19
NL1458,U2116,enter,438,"Carbs: 47, Proteins: 18, Fats: 17",Snack,2024-05-04
NL1459,U1007,particular,958,"Carbs: 56, Proteins: 20, Fats: 29",Lunch,2024-07-22
NL1460,U1161,common,389,"Carbs: 85, Proteins: 17, Fats: 7",Breakfast,2024-02-18
NL1461,U132,only,742,"Carbs: 18, Proteins: 21, Fats: 29",Lunch,2024-03-13
NL1462,U2160,rather,1061,"Carbs: 37, Proteins: 36, Fats: 15",Lunch,2024-05-22
NL1463,U2251,eight,1373,"Carbs: 71, Proteins: 19, Fats: 6",Dinner,2024-03-22
NL1464,U221,finish,386,"Carbs: 29, Proteins: 45, Fats: 22",Lunch,2024-03-12
NL1465,U1333,travel,921,"Carbs: 81, Proteins: 18, Fats: 11",Snack,2024-06-03
NL1466,U163,which,267,"Carbs: 24, Proteins: 49, Fats: 18",Snack,2024-11-03
NL1467,U2870,general,802,"Carbs: 93, Proteins: 32, Fats: 16",Lunch,2024-02-02
NL1468,U1426,education,757,"Carbs: 18, Proteins: 40, Fats: 7",Lunch,2024-02-22
NL1469,U2483,in,449,"Carbs: 55, Proteins: 26, Fats: 14",Snack,2024-10-28
NL1470,U1173,guess,1345,"Carbs: 31, Proteins: 13, Fats: 21",Snack,2024-09-27
NL1471,U1778,star,1137,"Carbs: 97, Proteins: 11, Fats: 26",Dinner,2024-01-11
NL1472,U978,especially,1260,"Carbs: 43, Proteins: 30, Fats: 10",Dinner,2024-07-29
NL1473,U2142,something,1044,"Carbs: 64, Proteins: 31, Fats: 6",Snack,2024-01-20
NL1474,U2334,human,1247,"Carbs: 78, Proteins: 39, Fats: 7",Snack,2024-05-04
NL1475,U475,movement,1157,"Carbs: 41, Proteins: 45, Fats: 25",Lunch,2024-10-16
NL1476,U956,military,687,"Carbs: 42, Proteins: 42, Fats: 16",Snack,2024-01-20
NL1477,U1554,least,984,"Carbs: 26, Proteins: 14, Fats: 25",Lunch,2024-05-22
NL1478,U2773,nation,1137,"Carbs: 25, Proteins: 13, Fats: 30",Snack,2024-04-01
NL1479,U652,drug,729,"Carbs: 81, Proteins: 12, Fats: 19",Lunch,2024-08-27
NL1480,U2410,suddenly,692,"Carbs: 79, Proteins: 10, Fats: 22",Breakfast,2024-10-21
NL1481,U264,at,671,"Carbs: 66, Proteins: 37, Fats: 10",Breakfast,2024-11-17
NL1482,U421,might,1089,"Carbs: 18, Proteins: 41, Fats: 26",Snack,2024-02-05
NL1483,U2627,argue,1408,"Carbs: 95, Proteins: 25, Fats: 22",Snack,2024-08-11
NL1484,U2591,drop,1395,"Carbs: 17, Proteins: 26, Fats: 25",Lunch,2024-09-23
NL1485,U2882,benefit,1096,"Carbs: 84, Proteins: 21, Fats: 13",Lunch,2024-07-13
NL1486,U2693,animal,336,"Carbs: 90, Proteins: 46, Fats: 24",Snack,2024-01-05
NL1487,U159,commercial,1267,"Carbs: 88, Proteins: 43, Fats: 13",Snack,2024-09-27
NL1488,U713,thought,1149,"Carbs: 83, Proteins: 47, Fats: 27",Breakfast,2024-04-24
NL1489,U17,data,816,"Carbs: 94, Proteins: 12, Fats: 20",Lunch,2024-04-26
NL1490,U1761,outside,441,"Carbs: 19, Proteins: 29, Fats: 17",Breakfast,2024-06-20
NL1491,U1379,nor,264,"Carbs: 61, Proteins: 42, Fats: 17",Snack,2024-02-05
NL1492,U877,I,536,"Carbs: 87, Proteins: 30, Fats: 5",Dinner,2024-03-04
NL1493,U840,lead,1238,"Carbs: 89, Proteins: 50, Fats: 10",Lunch,2024-05-12
NL1494,U1709,recognize,239,"Carbs: 58, Proteins: 44, Fats: 11",Breakfast,2024-08-03
NL1495,U2171,fact,976,"Carbs: 84, Proteins: 41, Fats: 26",Snack,2024-03-25
NL1496,U2558,space,914,"Carbs: 18, Proteins: 24, Fats: 29",Snack,2024-02-19
NL1497,U1614,away,242,"Carbs: 65, Proteins: 37, Fats: 30",Snack,2024-07-31
NL1498,U2455,measure,996,"Carbs: 47, Proteins: 15, Fats: 30",Snack,2024-06-24
NL1499,U1681,husband,1087,"Carbs: 34, Proteins: 50, Fats: 28",Lunch,2024-05-31
NL1500,U1446,design,517,"Carbs: 55, Proteins: 10, Fats: 14",Lunch,2024-10-16
NL1501,U819,mind,1360,"Carbs: 16, Proteins: 24, Fats: 14",Breakfast,2024-04-07
NL1502,U71,pull,431,"Carbs: 91, Proteins: 20, Fats: 20",Dinner,2024-05-03
NL1503,U1244,but,405,"Carbs: 15, Proteins: 29, Fats: 28",Lunch,2024-06-07
NL1504,U367,under,1309,"Carbs: 16, Proteins: 21, Fats: 23",Breakfast,2024-04-29
NL1505,U4,threat,1216,"Carbs: 30, Proteins: 42, Fats: 24",Lunch,2024-04-18
NL1506,U1898,born,237,"Carbs: 98, Proteins: 15, Fats: 27",Breakfast,2024-01-17
NL1507,U1939,remain,684,"Carbs: 68, Proteins: 36, Fats: 25",Lunch,2024-02-20
NL1508,U1532,already,1365,"Carbs: 51, Proteins: 42, Fats: 17",Dinner,2024-07-13
NL1509,U538,policy,415,"Carbs: 69, Proteins: 30, Fats: 7",Lunch,2024-11-02
NL1510,U2115,fire,808,"Carbs: 97, Proteins: 37, Fats: 6",Breakfast,2024-02-29
NL1511,U2803,write,1434,"Carbs: 22, Proteins: 28, Fats: 15",Dinner,2024-05-27
NL1512,U2357,for,826,"Carbs: 48, Proteins: 10, Fats: 13",Lunch,2024-02-13
NL1513,U1306,trouble,1022,"Carbs: 63, Proteins: 33, Fats: 23",Snack,2024-07-08
NL1514,U1435,form,1081,"Carbs: 17, Proteins: 49, Fats: 25",Snack,2024-05-13
NL1515,U169,agent,283,"Carbs: 17, Proteins: 43, Fats: 14",Snack,2024-08-13
NL1516,U585,floor,424,"Carbs: 63, Proteins: 34, Fats: 13",Dinner,2024-11-19
NL1517,U282,coach,310,"Carbs: 12, Proteins: 14, Fats: 5",Dinner,2024-06-08
NL1518,U505,among,371,"Carbs: 78, Proteins: 10, Fats: 26",Breakfast,2024-02-07
NL1519,U2867,least,1360,"Carbs: 85, Proteins: 12, Fats: 29",Dinner,2024-01-23
NL1520,U409,term,240,"Carbs: 46, Proteins: 40, Fats: 6",Dinner,2024-05-25
NL1521,U2788,meet,576,"Carbs: 67, Proteins: 17, Fats: 29",Dinner,2024-01-25
NL1522,U1229,sign,718,"Carbs: 37, Proteins: 46, Fats: 15",Snack,2024-08-06
NL1523,U2716,ok,1442,"Carbs: 68, Proteins: 48, Fats: 11",Snack,2024-09-05
NL1524,U41,in,1273,"Carbs: 37, Proteins: 27, Fats: 18",Snack,2024-07-29
NL1525,U729,be,520,"Carbs: 39, Proteins: 42, Fats: 19",Breakfast,2024-10-27
NL1526,U601,among,1256,"Carbs: 90, Proteins: 50, Fats: 14",Snack,2024-06-08
NL1527,U2392,always,522,"Carbs: 60, Proteins: 30, Fats: 5",Breakfast,2024-05-21
NL1528,U341,old,805,"Carbs: 92, Proteins: 21, Fats: 18",Snack,2024-06-15
NL1529,U1670,system,380,"Carbs: 16, Proteins: 28, Fats: 11",Dinner,2024-05-18
NL1530,U134,market,728,"Carbs: 28, Proteins: 39, Fats: 5",Breakfast,2024-07-24
NL1531,U316,late,312,"Carbs: 14, Proteins: 33, Fats: 9",Snack,2024-11-14
NL1532,U2453,phone,696,"Carbs: 75, Proteins: 30, Fats: 18",Snack,2024-06-06
NL1533,U65,mean,322,"Carbs: 68, Proteins: 46, Fats: 10",Dinner,2024-02-15
NL1534,U922,performance,1337,"Carbs: 67, Proteins: 25, Fats: 9",Snack,2024-07-16
NL1535,U1310,third,506,"Carbs: 34, Proteins: 21, Fats: 26",Lunch,2024-10-04
NL1536,U1500,hear,208,"Carbs: 16, Proteins: 47, Fats: 19",Breakfast,2024-01-13
NL1537,U1776,this,437,"Carbs: 57, Proteins: 49, Fats: 9",Snack,2024-09-05
NL1538,U1463,herself,953,"Carbs: 71, Proteins: 23, Fats: 8",Dinner,2024-02-28
NL1539,U1353,whole,993,"Carbs: 10, Proteins: 32, Fats: 30",Lunch,2024-01-18
NL1540,U769,situation,803,"Carbs: 70, Proteins: 23, Fats: 12",Snack,2024-11-03
NL1541,U1535,lead,301,"Carbs: 61, Proteins: 13, Fats: 27",Dinner,2024-09-21
NL1542,U500,ever,814,"Carbs: 25, Proteins: 41, Fats: 11",Breakfast,2024-08-04
NL1543,U2754,realize,320,"Carbs: 81, Proteins: 48, Fats: 19",Dinner,2024-02-21
NL1544,U2172,return,1116,"Carbs: 76, Proteins: 23, Fats: 18",Breakfast,2024-01-23
NL1545,U867,total,621,"Carbs: 32, Proteins: 25, Fats: 21",Lunch,2024-10-27
NL1546,U2416,do,1096,"Carbs: 68, Proteins: 37, Fats: 22",Dinner,2024-03-26
NL1547,U1815,recognize,1035,"Carbs: 58, Proteins: 20, Fats: 17",Dinner,2024-11-07
NL1548,U30,summer,755,"Carbs: 41, Proteins: 41, Fats: 20",Snack,2024-03-19
NL1549,U1506,pretty,355,"Carbs: 33, Proteins: 33, Fats: 5",Snack,2024-04-14
NL1550,U404,today,1474,"Carbs: 76, Proteins: 39, Fats: 16",Snack,2024-09-11
NL1551,U1324,often,1415,"Carbs: 40, Proteins: 49, Fats: 17",Breakfast,2024-04-17
NL1552,U251,bank,1155,"Carbs: 25, Proteins: 39, Fats: 11",Breakfast,2024-04-02
NL1553,U320,study,403,"Carbs: 32, Proteins: 33, Fats: 29",Snack,2024-04-11
NL1554,U1498,account,1371,"Carbs: 23, Proteins: 18, Fats: 27",Breakfast,2024-06-12
NL1555,U570,step,613,"Carbs: 33, Proteins: 27, Fats: 19",Snack,2024-09-04
NL1556,U1618,week,1285,"Carbs: 99, Proteins: 21, Fats: 12",Dinner,2024-03-08
NL1557,U1691,especially,1463,"Carbs: 45, Proteins: 15, Fats: 22",Breakfast,2024-05-02
NL1558,U2879,reflect,679,"Carbs: 64, Proteins: 15, Fats: 15",Dinner,2024-08-24
NL1559,U2,sure,1187,"Carbs: 89, Proteins: 15, Fats: 9",Dinner,2024-08-01
NL1560,U811,notice,739,"Carbs: 25, Proteins: 20, Fats: 26",Breakfast,2024-01-29
NL1561,U1554,look,342,"Carbs: 30, Proteins: 49, Fats: 13",Lunch,2024-08-14
NL1562,U2994,happy,815,"Carbs: 72, Proteins: 43, Fats: 29",Snack,2024-04-10
NL1563,U751,scientist,719,"Carbs: 69, Proteins: 32, Fats: 14",Dinner,2024-11-10
NL1564,U514,life,303,"Carbs: 29, Proteins: 48, Fats: 7",Dinner,2024-01-01
NL1565,U2661,consider,378,"Carbs: 99, Proteins: 22, Fats: 15",Lunch,2024-04-02
NL1566,U412,democratic,212,"Carbs: 23, Proteins: 31, Fats: 7",Lunch,2024-03-10
NL1567,U716,family,278,"Carbs: 41, Proteins: 22, Fats: 7",Breakfast,2024-09-01
NL1568,U1090,bag,1321,"Carbs: 77, Proteins: 47, Fats: 16",Dinner,2024-04-24
NL1569,U137,imagine,861,"Carbs: 16, Proteins: 44, Fats: 7",Lunch,2024-06-30
NL1570,U2635,onto,341,"Carbs: 34, Proteins: 45, Fats: 25",Breakfast,2024-10-18
NL1571,U340,through,837,"Carbs: 99, Proteins: 47, Fats: 7",Lunch,2024-09-02
NL1572,U1040,second,524,"Carbs: 47, Proteins: 26, Fats: 23",Snack,2024-02-01
NL1573,U2882,town,989,"Carbs: 39, Proteins: 21, Fats: 15",Lunch,2024-01-18
NL1574,U2352,hand,879,"Carbs: 43, Proteins: 12, Fats: 17",Snack,2024-08-21
NL1575,U1965,test,457,"Carbs: 100, Proteins: 45, Fats: 16",Lunch,2024-01-28
NL1576,U2327,call,290,"Carbs: 57, Proteins: 34, Fats: 29",Snack,2024-08-11
NL1577,U128,final,1084,"Carbs: 92, Proteins: 48, Fats: 21",Lunch,2024-01-29
NL1578,U194,wrong,357,"Carbs: 97, Proteins: 14, Fats: 12",Snack,2024-10-22
NL1579,U43,commercial,649,"Carbs: 72, Proteins: 16, Fats: 8",Snack,2024-07-04
NL1580,U766,gun,1125,"Carbs: 87, Proteins: 47, Fats: 12",Dinner,2024-10-14
NL1581,U809,follow,598,"Carbs: 86, Proteins: 48, Fats: 21",Breakfast,2024-08-10
NL1582,U2612,officer,1271,"Carbs: 74, Proteins: 19, Fats: 29",Snack,2024-06-28
NL1583,U240,dream,1329,"Carbs: 19, Proteins: 48, Fats: 29",Lunch,2024-02-29
NL1584,U777,trial,1460,"Carbs: 82, Proteins: 40, Fats: 15",Snack,2024-07-22
NL1585,U1217,practice,798,"Carbs: 35, Proteins: 12, Fats: 9",Snack,2024-02-07
NL1586,U605,bed,446,"Carbs: 65, Proteins: 46, Fats: 24",Snack,2024-01-11
NL1587,U2677,political,322,"Carbs: 86, Proteins: 25, Fats: 21",Breakfast,2024-09-22
NL1588,U418,kid,593,"Carbs: 18, Proteins: 44, Fats: 25",Lunch,2024-08-24
NL1589,U86,check,658,"Carbs: 81, Proteins: 22, Fats: 15",Dinner,2024-09-02
NL1590,U2883,us,1439,"Carbs: 40, Proteins: 10, Fats: 12",Dinner,2024-09-16
